ddl_case_id,year,state_code,dist_code,court_no,cino,judge_position,female_defendant,female_petitioner,female_adv_def,female_adv_pet,type_name,purpose_name,disp_name,date_of_filing,date_of_decision,date_first_list,date_last_list,date_next_list
01-01-01-201908001402010,2010,01,01,01,MHNB030009492010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3627,25,2010-09-20,2011-03-21,2010-10-26,2011-02-08,2011-03-21
01-01-01-201908001412010,2010,01,01,01,MHNB030009722010,chief judicial magistrate,0 male,0 male,-9999,0,1429,3627,25,2010-09-29,2010-10-22,2010-10-22,2010-10-22,2010-10-22
01-01-01-201908001422010,2010,01,01,01,MHNB030009862010,chief judicial magistrate,0 male,1 female,-9999,0,1429,509,30,2010-09-30,2014-09-04,2010-09-30,2014-08-26,2014-09-04
01-01-01-201908001432010,2010,01,01,01,MHNB030010612010,chief judicial magistrate,0 male,1 female,1,0,1429,3734,22,2010-10-06,2018-11-17,2010-11-25,2018-11-17,2018-11-17
01-01-01-201908001442010,2010,01,01,01,MHNB030010012010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3734,22,2010-10-06,2014-02-15,2010-11-09,2014-01-31,2014-02-15
01-01-01-201908001452010,2010,01,01,01,MHNB030009992010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,1963,30,2010-10-06,2013-08-05,2010-11-10,2013-08-01,2013-08-05
01-01-01-201908001462010,2010,01,01,01,MHNB030010312010,chief judicial magistrate,0 male,1 female,-9999,-9998,1429,1963,25,2010-10-11,2013-09-02,2010-11-16,2013-08-31,2013-09-02
01-01-01-201908001472010,2010,01,01,01,MHNB030010602010,chief judicial magistrate,0 male,0 male,-9999,0,1429,4882,25,2010-10-15,2014-07-01,2010-11-15,2014-06-30,2014-07-01
01-01-01-201908001482010,2010,01,01,01,MHNB030010202010,chief judicial magistrate,0 male,1 female,-9999,0,1429,1692,51,2010-10-18,2015-08-11,2010-11-18,2015-07-28,2015-08-11
01-01-01-201908001492010,2010,01,01,01,MHNB030014112010,chief judicial magistrate,0 male,1 female,-9998,0,1429,2237,25,2010-10-19,2013-03-15,2010-11-10,2013-02-27,2013-03-15
01-01-01-201908001502010,2010,01,01,01,MHNB030010452010,chief judicial magistrate,0 male,1 female,-9999,-9998,1429,3627,25,2010-10-27,2013-11-08,2010-11-23,2013-09-11,2013-11-08
01-01-01-201908001512010,2010,01,01,01,MHNB030010462010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,30,2010-10-28,2010-11-09,2010-11-09,2010-11-09,2010-11-09
01-01-01-201908001522010,2010,01,01,01,MHNB030012732010,chief judicial magistrate,0 male,0 male,-9999,0,1429,4882,22,2010-10-28,2013-02-02,2010-11-30,2013-01-31,2013-02-02
01-01-01-201908001532010,2010,01,01,01,MHNB030010872010,chief judicial magistrate,0 male,1 female,-9999,0,1429,509,30,2010-11-16,2011-04-05,2010-11-20,2011-03-30,2011-04-05
01-01-01-201908001542010,2010,01,01,01,MHNB030010542010,chief judicial magistrate,0 male,1 female,-9999,-9998,1429,3006,25,2010-10-30,2012-02-03,2010-11-26,2012-02-02,2012-02-03
01-01-01-201908001552010,2010,01,01,01,MHNB030010782010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3627,25,2010-10-30,2012-10-23,2010-11-24,2012-09-25,2012-10-23
01-01-01-201908001562010,2010,01,01,01,MHNB030011612010,chief judicial magistrate,-9998 unclear,-9998 unclear,0,0,1429,4882,25,2010-11-08,2010-12-23,2010-12-08,2010-12-15,2010-12-23
01-01-01-201908001572010,2010,01,01,01,MHNB030010732010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3280,30,2010-11-12,2013-05-13,2010-12-13,2013-03-26,2013-05-13
01-01-01-201908001592010,2010,01,01,01,MHNB030013672010,chief judicial magistrate,0 male,1 female,-9999,1,1429,4834,51,2010-11-18,2015-09-01,2011-03-18,2015-08-25,2015-09-01
01-01-01-201908001602010,2010,01,01,01,MHNB030010992010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3734,22,2010-11-19,2014-03-28,2010-11-19,2014-03-12,2014-03-28
01-01-01-201908001612010,2010,01,01,01,MHNB030011012010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-11-22,2013-09-04,2010-11-22,2013-08-14,2013-09-04
01-01-01-201908001622010,2010,01,01,01,MHNB030011972010,chief judicial magistrate,0 male,1 female,-9999,0,1429,4882,25,2010-11-22,2015-12-19,2010-12-18,2015-11-18,2015-12-19
01-01-01-201908001632010,2010,01,01,01,MHNB030013682010,chief judicial magistrate,0 male,0 male,-9999,0,1429,3734,22,2010-11-22,2015-05-18,2011-04-19,2015-05-11,2015-05-18
01-01-01-201908001642010,2010,01,01,01,MHNB030011062010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,1429,3006,25,2010-11-22,2011-01-14,2010-11-25,2010-12-30,2011-01-14
01-01-01-201908001652010,2010,01,01,01,MHNB030011022010,chief judicial magistrate,0 male,0 male,-9999,0,1429,3734,30,2010-11-22,2014-05-22,2010-11-22,2014-04-09,2014-05-22
01-01-01-201908001662010,2010,01,01,01,MHNB030014172010,chief judicial magistrate,0 male,1 female,-9999,0,1429,1963,30,2010-11-29,2013-11-19,2012-12-20,2013-11-15,2013-11-19
01-01-01-201908001662011,2010,01,01,01,MHNB030013892010,chief judicial magistrate,0 male,-9998 unclear,0,0,1429,1963,25,2010-11-29,2015-08-05,2011-06-24,2015-07-01,2015-08-05
01-01-01-201908001672010,2010,01,01,01,MHNB030014012010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-11-29,2015-05-29,2015-06-11
01-01-01-201908001682010,2010,01,01,01,MHNB030013262010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-02-22,2015-05-29,2015-06-11
01-01-01-201908001692010,2010,01,01,01,MHNB030011322010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,509,30,2010-11-30,2015-01-14,2011-01-15,2014-11-25,2015-01-14
01-01-01-201908001702010,2010,01,01,01,MHNB030011692010,chief judicial magistrate,-9998 unclear,1 female,0,0,1429,3627,22,2010-11-30,2015-01-22,2011-01-14,2014-12-12,2015-01-22
01-01-01-201908001712010,2010,01,01,01,MHNB030013662010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,3734,22,2010-11-30,2015-06-11,2011-03-08,2015-05-29,2015-06-11
01-01-01-201908001722010,2010,01,01,01,MHNB030013272010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,25,2010-11-30,2014-12-19,2011-02-10,2014-11-15,2014-12-19
01-01-01-201908001732010,2010,01,01,01,MHNB030011262010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,30,2010-11-30,2010-12-13,2010-12-10,2010-12-10,2010-12-10
01-01-01-201908001742010,2010,01,01,01,MHNB030011702010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,3627,22,2010-11-30,2015-02-07,2011-01-14,2015-01-09,2015-02-07
01-01-01-201908001752010,2010,01,01,01,MHNB030014002010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-11-29,2015-05-29,2015-06-11
01-01-01-201908001762010,2010,01,01,01,MHNB030013282010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-02-10,2015-05-29,2015-06-11
01-01-01-201908001772010,2010,01,01,01,MHNB030011312010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,509,30,2010-11-30,2015-01-14,2011-01-15,2014-11-25,2015-01-14
01-01-01-201908001782010,2010,01,01,01,MHNB030011712010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,30,2010-11-30,2015-01-14,2011-01-14,2014-11-25,2015-01-14
01-01-01-201908001792010,2010,01,01,01,MHNB030013722010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-03-28,2015-05-29,2015-06-11
01-01-01-201908001802010,2010,01,01,01,MHNB030013292010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,25,2010-11-30,2014-01-21,2011-02-10,2013-11-25,2014-01-21
01-01-01-201908001812010,2010,01,01,01,MHNB030011302010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,509,30,2010-11-30,2015-01-14,2011-01-15,2014-11-25,2015-01-14
01-01-01-201908001822010,2010,01,01,01,MHNB030011722010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,1352,30,2010-11-30,2015-01-14,2011-01-14,2014-11-25,2015-01-14
01-01-01-201908001832010,2010,01,01,01,MHNB030013652010,chief judicial magistrate,-9998 unclear,1 female,0,0,1429,3734,22,2010-11-30,2015-06-11,2011-03-08,2015-05-29,2015-06-11
01-01-01-201908001842010,2010,01,01,01,MHNB030013302010,chief judicial magistrate,0 male,0 male,-9999,0,1429,3734,22,2010-11-30,2015-06-11,2011-02-10,2015-05-29,2015-06-11
01-01-01-201908001852010,2010,01,01,01,MHNB030011292010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,25,2010-11-30,2014-12-19,2011-01-15,2014-11-15,2014-12-19
01-01-01-201908001862010,2010,01,01,01,MHNB030011652010,chief judicial magistrate,-9998 unclear,1 female,0,0,1429,3006,30,2010-12-01,2015-01-30,2010-01-14,2014-12-17,2015-01-30
01-01-01-201908001872010,2010,01,01,01,MHNB030013852010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9998,0,1429,3734,22,2010-12-01,2015-06-11,2011-06-04,2015-05-29,2015-06-11
01-01-01-201908001882010,2010,01,01,01,MHNB030013312010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,25,2010-12-01,2013-11-25,2011-02-10,2013-09-10,2013-11-25
01-01-01-201908001892010,2010,01,01,01,MHNB030011412010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,1429,509,30,2010-12-01,2015-02-07,2011-01-17,2015-01-09,2015-02-07
01-01-01-201908001902010,2010,01,01,01,MHNB030011662010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,30,2010-12-01,2015-02-07,2011-01-14,2015-01-09,2015-02-07
01-01-01-201908001912010,2010,01,01,01,MHNB030014062010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,3734,22,2010-12-01,2015-06-11,2010-12-27,2015-05-29,2015-06-11
01-01-01-201908001922010,2010,01,01,01,MHNB030013232010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3734,22,2010-12-01,2015-06-11,2011-02-10,2015-05-29,2015-06-11
01-01-01-201908001932010,2010,01,01,01,MHNB030011342010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,509,30,2010-12-01,2015-02-07,2011-01-15,2015-01-09,2015-02-07
01-01-01-201908001942010,2010,01,01,01,MHNB030011672010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,3006,30,2010-12-01,2015-01-29,2011-01-14,2014-12-26,2015-01-29
01-01-01-201908001952010,2010,01,01,01,MHNB030013842010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,3734,22,2010-12-01,2015-06-11,2011-06-04,2015-05-29,2015-06-11
01-01-01-201908001962010,2010,01,01,01,MHNB030013322010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,30,2010-12-01,2015-02-07,2011-02-10,2015-01-09,2015-02-07
01-01-01-201908001972010,2010,01,01,01,MHNB030007132010,chief judicial magistrate,0 male,0 male,-9999,0,1429,509,25,2010-07-06,2010-07-15,2010-07-15,2010-07-15,2010-07-15
01-01-01-201908001982010,2010,01,01,01,MHNB030011682010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,30,2010-12-01,2015-02-07,2011-01-14,2015-01-09,2015-02-07
01-01-01-201908001992010,2010,01,01,01,MHNB030013832010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,3734,22,2010-12-01,2015-06-11,2011-06-04,2015-05-29,2015-06-11
01-01-01-201908002002010,2010,01,01,01,MHNB030013332010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-12-01,2015-06-11,2011-02-10,2015-05-29,2015-06-11
01-01-01-201908002012010,2010,01,01,01,MHNB030011422010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,1352,30,2010-12-02,2015-02-07,2011-01-17,2015-01-12,2015-02-07
01-01-01-201908002022010,2010,01,01,01,MHNB030011632010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,30,2010-12-02,2015-01-14,2011-01-10,2014-11-25,2015-01-14
01-01-01-201908002032010,2010,01,01,01,MHNB030013872010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,1429,3734,22,2010-12-02,2015-06-11,2011-06-04,2015-05-29,2015-06-11
01-01-01-201908002032011,2010,01,01,01,MHNB030013742010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,25,2010-12-02,2012-01-12,2011-03-29,2011-11-05,2012-01-12
01-01-01-201908002042010,2010,01,01,01,MHNB030013342010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,30,2010-12-02,2015-02-07,2011-02-10,2015-01-09,2015-02-07
01-01-01-201908002052010,2010,01,01,01,MHNB030011432010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3627,30,2010-12-02,2015-02-07,2011-01-17,2015-01-27,2015-02-07
01-01-01-201908002062010,2010,01,01,01,MHNB030011642010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,30,2010-12-02,2015-01-14,2011-01-10,2014-11-25,2015-01-14
01-01-01-201908002072010,2010,01,01,01,MHNB030013862010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,3734,22,2010-12-01,2015-06-11,2011-06-04,2015-05-29,2015-06-11
01-01-01-201908002072011,2010,01,01,01,MHNB030013752010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,25,2010-12-02,2012-01-12,2011-03-29,2011-11-05,2012-01-12
01-01-01-201908002082010,2010,01,01,01,MHNB030013352010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3006,30,2010-12-02,2015-01-14,2011-02-10,2014-11-25,2015-01-14
01-01-01-201908002092010,2010,01,01,01,MHNB030011442010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,1352,30,2010-12-02,2015-02-07,2011-01-17,2015-01-12,2015-02-07
01-01-01-201908002102010,2010,01,01,01,MHNB030011622010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,3006,30,2010-12-03,2015-01-14,2011-01-10,2014-11-25,2015-01-14
01-01-01-201908002112010,2010,01,01,01,MHNB030011502010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,25,2010-12-03,2010-12-07,2010-12-06,2010-12-06,2010-12-07
01-01-01-201908002122010,2010,01,01,01,MHNB030013362010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,3734,22,2010-12-04,2015-06-11,2011-02-10,2015-05-29,2015-06-11
01-01-01-201908002132010,2010,01,01,01,MHNB030011522010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,1352,30,2010-12-04,2015-01-14,2011-01-17,2014-11-25,2015-01-14
01-01-01-201908002142010,2010,01,01,01,MHNB030012022010,chief judicial magistrate,0 male,1 female,-9999,0,1429,3734,22,2010-12-06,2014-04-19,2010-12-20,2014-03-13,2014-04-19
01-01-01-201908002152010,2010,01,01,01,MHNB030011762010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,30,2010-12-09,2010-12-13,2010-12-10,2010-12-10,2010-12-10
01-01-01-201908002172010,2010,01,01,01,MHNB030011832010,chief judicial magistrate,0 male,1 female,-9999,0,1429,1371,25,2010-12-13,2013-04-09,2011-01-07,2013-03-28,2013-04-09
01-01-01-201908002182010,2010,01,01,01,MHNB030011852010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,2237,25,2010-12-13,2010-12-28,2010-12-15,2010-12-15,2010-12-28
01-01-01-201908002192010,2010,01,01,01,MHNB030013032010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,25,2010-12-14,2010-12-28,2010-12-16,2010-12-16,2010-12-28
01-01-01-201908002202010,2010,01,01,01,MHNB030013042010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,1429,1352,25,2010-12-14,2011-01-13,2010-12-18,2011-01-05,2011-01-13
01-01-01-201908002212010,2010,01,01,01,MHNB030011882010,chief judicial magistrate,0 male,1 female,-9999,-9998,1429,3006,15,2010-12-15,2012-07-20,2011-01-04,2012-07-13,2012-07-20
01-01-01-201908002222010,2010,01,01,01,MHNB030011912010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,1429,1352,30,2010-12-16,2015-01-28,2011-01-17,2014-12-10,2015-01-28
01-01-01-201908002232010,2010,01,01,01,MHNB030013912010,chief judicial magistrate,1 female,1 female,0,0,1429,3280,30,2010-12-16,2014-01-03,2011-07-07,2013-12-20,2014-01-03
01-01-01-201908002242010,2010,01,01,01,MHNB030012052010,chief judicial magistrate,1 female,1 female,-9999,0,1429,509,25,2010-12-16,2011-03-22,2010-12-21,2011-03-10,2011-03-22
01-01-01-201908002252010,2010,01,01,01,MHNB030013022010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,25,2010-12-18,2010-12-30,2010-12-22,2010-12-28,2010-12-30
01-01-01-201908002262010,2010,01,01,01,MHNB030012062010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,1429,509,25,2010-12-20,2011-01-12,2010-12-24,2011-01-10,2011-01-12
01-01-01-201908002272010,2010,01,01,01,MHNB030012102010,chief judicial magistrate,1 female,0 male,-9999,0,1429,3734,25,2010-12-22,2012-07-07,2011-01-17,2012-06-29,2012-07-07
01-01-01-201908002282010,2010,01,01,01,MHNB030012242010,chief judicial magistrate,-9998 unclear,0 male,0,0,1429,2237,25,2010-12-27,2010-12-30,2010-12-30,2010-12-30,2010-12-30
01-01-01-201908002292010,2010,01,01,01,MHNB030012202010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,30,2010-12-27,2011-01-01,2011-01-01,2011-01-01,2011-01-01
01-01-01-201908002302010,2010,01,01,01,MHNB030012252010,chief judicial magistrate,0 male,1 female,-9999,1,1429,3627,25,2010-12-28,2014-12-12,2011-01-25,2014-12-06,2014-12-12
01-01-01-201908002312010,2010,01,01,01,MHNB030012592010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,1429,2237,30,2010-12-30,2011-01-07,2011-01-05,2011-01-05,2011-01-07
01-01-01-201908002322010,2010,01,01,01,MHNB030013582010,chief judicial magistrate,0 male,-9998 unclear,-9999,-9998,1429,3437,2,2010-12-30,2018-04-06,2011-03-17,2018-04-06,2018-04-06
01-01-01-201908003882010,2010,01,01,01,MHNB030012032010,chief judicial magistrate,0 male,0 male,-9999,0,1429,509,25,2010-12-18,2010-12-30,2010-12-29,2010-12-29,2010-12-30
01-01-01-201908007882010,2010,01,01,01,MHNB030011102010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,1429,4882,25,2010-11-23,2013-09-21,2010-12-23,2013-07-30,2013-09-21
01-01-01-201908800372010,2010,01,01,01,MHNB030003102010,chief judicial magistrate,0 male,1 female,-9999,1,1429,4882,26,2010-03-29,,2010-04-30,2019-02-18,2019-03-15
01-01-01-201970001352010,2010,01,01,01,MHNB030014202010,chief judicial magistrate,0 male,1 female,-9999,0,1429,509,30,2010-09-04,2013-04-01,2013-04-01,2013-04-01,2013-04-01
01-01-01-201980000872010,2010,01,01,01,MHNB030005882010,chief judicial magistrate,0 male,1 female,-9999,0,1429,1692,25,2010-06-22,2011-12-26,2010-07-13,2011-12-20,2011-12-26
01-01-01-201980001532010,2010,01,01,01,MHNB030014032010,chief judicial magistrate,0 male,1 female,-9999,1,1429,4882,43,2010-10-29,2012-07-06,2011-12-09,2012-06-29,2012-07-06
01-01-01-202707000032010,2010,01,01,01,MHNB030000872010,chief judicial magistrate,1 female,0 male,-9999,0,4025,4946,25,2010-01-06,2010-04-09,2010-02-05,2010-03-09,2010-04-09
01-01-01-202707000072010,2010,01,01,01,MHNB030000852010,chief judicial magistrate,0 male,0 male,0,0,4025,5112,25,2010-01-15,2010-03-31,2010-02-04,2010-02-18,2010-03-31
01-01-01-202707000102010,2010,01,01,01,MHNB030000862010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4025,4946,25,2010-01-21,2010-03-22,2010-02-15,2010-02-15,2010-03-22
01-01-01-202707000132010,2010,01,01,01,MHNB030000882010,chief judicial magistrate,0 male,-9998 unclear,-9999,0,4025,4946,25,2010-01-29,2010-03-16,2010-02-16,2010-02-16,2010-03-16
01-01-01-202707000212010,2010,01,01,01,MHNB030002362010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,0,4025,4946,25,2010-03-04,2010-04-05,2010-04-05,2010-04-05,2010-04-05
01-01-01-202708000012010,2010,01,01,01,MHNB030005652010,chief judicial magistrate,0 male,0 male,-9998,0,4025,509,25,2010-01-01,2012-12-14,2010-06-17,2012-11-25,2012-12-07
01-01-01-202708000052010,2010,01,01,01,MHNB030005662010,chief judicial magistrate,1 female,0 male,-9999,0,4025,3734,25,2010-01-11,2010-07-16,2010-06-17,2010-06-28,2010-07-16
01-01-01-202708000242010,2010,01,01,01,MHNB030002372010,chief judicial magistrate,0 male,0 male,0,-9998,4025,5228,25,2010-03-15,2010-03-29,2010-03-29,2010-03-29,2010-03-29
01-01-01-202808000012010,2010,01,01,01,MHNB030006372010,chief judicial magistrate,-9998 unclear,1 female,-9999,0,3510,3734,30,2010-03-05,2015-03-23,2010-05-07,2015-03-16,2015-03-23
01-01-01-202808000022010,2010,01,01,01,MHNB030002782010,chief judicial magistrate,0 male,0 male,-9998,0,3510,1352,22,2010-03-30,2015-01-31,2010-04-07,2014-12-29,2015-01-31
01-01-01-202808000032010,2010,01,01,01,MHNB030002792010,chief judicial magistrate,0 male,0 male,-9998,0,3510,2237,22,2010-03-30,2014-12-11,2010-04-07,2014-11-03,2014-12-11
01-01-01-202808000042010,2010,01,01,01,MHNB030005602010,chief judicial magistrate,0 male,0 male,-9999,0,3510,3734,30,2010-04-08,2015-03-23,2010-09-13,2015-03-16,2015-03-23
01-01-01-202808000052010,2010,01,01,01,MHNB030005612010,chief judicial magistrate,0 male,0 male,-9999,0,3510,3734,30,2010-04-08,2015-03-23,2010-09-13,2015-03-16,2015-03-23
01-01-01-202808000062010,2010,01,01,01,MHNB030005622010,chief judicial magistrate,0 male,0 male,-9999,0,3510,3734,30,2010-04-08,2015-03-23,2010-09-13,2015-03-16,2015-03-23
01-01-01-202808000072010,2010,01,01,01,MHNB030006102010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,1352,22,2010-04-20,2014-11-07,2010-09-29,2014-10-08,2014-11-07
01-01-01-202808000082010,2010,01,01,01,MHNB030006092010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,3734,30,2010-04-20,2015-03-23,2010-09-29,2015-03-16,2015-03-23
01-01-01-202808000092010,2010,01,01,01,MHNB030006082010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,1352,43,2010-04-20,2015-03-27,2010-09-29,2015-02-21,2015-03-27
01-01-01-202808000102010,2010,01,01,01,MHNB030006072010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,4882,22,2010-04-20,2015-02-18,2010-09-29,2015-01-30,2015-02-18
01-01-01-202808000112010,2010,01,01,01,MHNB030006062010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,4882,22,2010-04-20,2015-02-18,2010-09-29,2015-01-30,2015-02-18
01-01-01-202808000122010,2010,01,01,01,MHNB030006052010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,4882,43,2010-04-20,2015-01-12,2010-09-30,2014-12-06,2015-01-12
01-01-01-202808000132010,2010,01,01,01,MHNB030006042010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,4882,22,2010-04-20,2015-03-25,2010-09-30,2015-02-18,2015-03-25
01-01-01-202808000142010,2010,01,01,01,MHNB030006032010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,1352,25,2010-04-20,2015-08-18,2010-09-30,2015-08-10,2015-08-18
01-01-01-202808000152010,2010,01,01,01,MHNB030006022010,chief judicial magistrate,-9998 unclear,1 female,-9999,1,3510,3734,30,2010-04-20,2015-03-23,2010-09-30,2015-03-16,2015-03-23
01-01-01-202808000162010,2010,01,01,01,MHNB030006012010,chief judicial magistrate,-9998 unclear,0 male,-9999,1,3510,3734,30,2010-04-20,2015-03-23,2010-09-30,2015-03-16,2015-03-23
01-01-01-202808000172010,2010,01,01,01,MHNB030006002010,chief judicial magistrate,-9998 unclear,-9998 unclear,-9999,1,3510,3734,30,2010-04-20,2015-03-23,2010-09-30,2015-03-16,2015-03-23
01-01-01-202808000182010,2010,01,01,01,MHNB030005832010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3734,30,2010-04-22,2015-03-23,2010-09-21,2015-03-16,2015-03-23
01-01-01-202808000192010,2010,01,01,01,MHNB030005822010,chief judicial magistrate,-9998 unclear,1 female,-9998,0,3510,3734,30,2010-04-22,2015-03-23,2010-09-21,2015-03-16,2015-03-23
01-01-01-202808000202010,2010,01,01,01,MHNB030005812010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3734,30,2010-04-22,2015-03-23,2010-09-21,2015-03-16,2015-03-23
01-01-01-202808000212010,2010,01,01,01,MHNB030005802010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3734,30,2010-04-22,2015-03-23,2010-09-21,2015-03-16,2015-03-23
01-01-01-202808000222010,2010,01,01,01,MHNB030005792010,chief judicial magistrate,-9998 unclear,0 male,-9998,0,3510,3734,30,2010-04-22,2015-03-23,2010-09-21,2015-03-16,2015-03-23
01-01-01-202808000232010,2010,01,01,01,MHNB030006252010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-25,2015-06-18,2015-06-19
01-01-01-202808000242010,2010,01,01,01,MHNB030006262010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-25,2015-06-18,2015-06-19
01-01-01-202808000252010,2010,01,01,01,MHNB030006272010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,3280,30,2010-04-22,2015-02-18,2010-08-25,2015-02-07,2015-02-18
01-01-01-202808000262010,2010,01,01,01,MHNB030006282010,chief judicial magistrate,-9998 unclear,0 male,-9999,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-25,2015-06-18,2015-06-19
01-01-01-202808000272010,2010,01,01,01,MHNB030006292010,chief judicial magistrate,0 male,0 male,-9999,0,3510,3280,30,2010-04-22,2015-02-18,2010-08-25,2015-02-07,2015-02-18
01-01-01-202808000282010,2010,01,01,01,MHNB030006352010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-25,2015-06-18,2015-06-19
01-01-01-202808000292010,2010,01,01,01,MHNB030006342010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,509,30,2010-04-22,2015-09-04,2010-08-25,2015-07-03,2015-09-04
01-01-01-202808000302010,2010,01,01,01,MHNB030006332010,chief judicial magistrate,-9998 unclear,0 male,0,0,3510,3734,30,2010-04-22,2015-06-19,2010-08-26,2015-06-18,2015-06-19
01-01-01-202808000312010,2010,01,01,01,MHNB030006322010,chief judicial magistrate,-9998 unclear,1 female,0,0,3510,509,30,2010-04-22,2015-09-04,2010-08-26,2015-07-03,2015-09-04
